Title,Locate,Rate,Link_image
BIỂN VIỆT – DU THUYỀN ẨM THỰC,"205-207 Nguyễn Văn Cừ, P. 3, Q. 5",3.7,https://pasgo.vn/Upload/anh-diem-den/bien-viet-du-thuyen-am-thuc-300-1595181572.jpg
Tân Hải Vân Phan Văn Trị,"Số 503 Phan Văn Trị, P. 5, Q. Gò Vấp",4,https://pasgo.vn/Upload/anh-diem-den/tan-hai-van-phan-van-tri-300-14581661964.jpg
An Duyên Chợ Lớn Trần Điện,"Số 15 Trần Điện, P. 10, Q. 5",3.8,https://pasgo.vn/Upload/anh-diem-den/an-duyen-cho-lon-tran-dien-300-171617524147.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Crescent Mall,"Tầng 5, Crescent Mall, Số 101 Tôn Dật Tiên, P. Tân Phú, Q. 7",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-crescent-mall-300-49184622828.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Giga Mall,"Tầng 5 GigaMall, Số 240 Phạm Văn Đồng, P. Hiệp Bình Chánh, Q. Thủ Đức",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-giga-mall-300-74834773293.jpg
Sargon Bistro Nguyễn Thị Minh Khai,"Số 382/25  Đường Nguyễn Thị Minh Khai, P. 5, Q. 3",4,https://pasgo.vn/Upload/anh-diem-den/sargon-bistro-nguyen-thi-minh-khai-300-182236114240.jpg
D’Maris Cộng Hòa,"Tầng 5, Pico Plaza, Số 20, Đường Cộng Hòa, P.12, Q.Tân Bình",4.6,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Hoa Biển Trần Hưng Đạo,"780 Trần Hưng Đạo, P. 7, Q. 5",3.8,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Tứ Lục Trần Phú,"Số 3A Trần Phú, P. 4, Q. 5",3.8,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Cánh Đồng Quán Dương Quảng Hàm,"Số 310/14 Dương Quảng Hàm, P. 5, Q. Gò Vấp",3.8,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong The Garden Mall,"Tầng trệt, The Garden Mall, Số 190 Hồng Bàng, P. 12, Q. 5",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
NHÀ HÀNG HẢI SẢN GOLD NGUYỄN THỊ DIỆU – ĐẶC SẢN BIỂN XANH,"43 Nguyễn Thị Diệu, P. 6, Q. 3",3.5,https://pasgo.vn/Upload/anh-diem-den/nha-hang-hai-san-gold-nguyen-thi-dieu-dac-san-bien-xanh-300-1206970869.jpg
Thế Giới Hải Sản 244 Pasteur,"244 Pasteur, P. 6, Q. 3",4,https://pasgo.vn/Upload/anh-diem-den/the-gioi-hai-san-244-pasteur-300-12106751261.jpg
Nhà hàng Meiwei Sư Vạn Hạnh,"6 - 16A, Tầng 6, TTTM Vạn Hạnh Mall, Số 11 Sư Vạn Hạnh, P. 12, Q. 10",3.8,https://pasgo.vn/Upload/anh-diem-den/nha-hang-meiwei-su-van-hanh-300-32936172535.jpg
Nhà Hàng Maria Sài Gòn,"172C Nguyễn Đình Chiểu, P. 6, Q. 3",4.2,https://pasgo.vn/Upload/anh-diem-den/nha-hang-maria-sai-gon-300-1238805979.jpg
Quán Út Cà Mau Điện Biên Phủ,"215 Điện Biên Phủ, P. 6, Q. 3",3.8,https://pasgo.vn/Upload/anh-diem-den/quan-ut-ca-mau-dien-bien-phu-300-1215755717.jpg
Sườn Cây Nướng & Hải Sản Kinh Dương Vương,"Số 99 Kinh Dương Vương, P. 12, Q. 6",4,https://pasgo.vn/Upload/anh-diem-den/suon-cay-nuong-and-hai-san-kinh-duong-vuong-300-46729852796.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Lê Qúy Đôn,"Lầu 1, Số 14 Lê Quý Đôn, P.6, Q.3",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-le-quy-don-300-61642113075.jpg
Nhà hàng Khoái Lê Quý Đôn,"Số 16 Lê Quý Đôn, P. 6, Q. 3",4,https://pasgo.vn/Upload/anh-diem-den/nha-hang-khoai-le-quy-don-300-13004821656.jpg
Nhà hàng Ngọc Sương Hoàng Việt,"Số 6 Hoàng Việt, P. 4 , Q. Tân Bình",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Vạn Hạnh Mall,"Tầng 6, Vạn Hạnh Mall, Số 11 Sư Vạn Hạnh, P. 12, Q. 10",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Indochine Saigon Trương Định ,"Số 26 Trương Định, P. 6, Q. 3",4.2,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Kinh Dương Vương,"Số 99 Kinh Dương Vương, P. 12, Q. 6",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Stix Nguyễn Đình Chiểu,"174A Nguyễn Đình Chiểu, P. 6, Q. 3",4.3,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
D’Maris An Phú ,"Tầng 6, Tòa nhà Cantavil Premier, Số 1 Song Hành, Xa Lộ Hà Nội, P. An Phú, Q. 2",4.6,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng December,"Số 21 Trương Định, P. 6, Q. 3",3.8,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
QUÁN ĂN GIA ĐÌNH ĐẠI DƯƠNG - HẤP DẪN HƯƠNG VỊ VIỆT,"311/6 Nguyễn Xí, P. 13, Q. Bình Thạnh",0,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
the-square-novotel-sai-gon-centre,"Khách sạn Novotel Saigon Centre, Lầu 2,  số 167 Hai Bà Trưng, P.  6, Q. 3",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Thiên Vương Tửu Ngô Thời Nhiệm,"Số 85 Ngô Thời Nhiệm, P. 6, Q. 3",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
D’Maris Lotte Mart Quận 7,"Tầng 3, TTTM Lotte Mart, Số 469 Đường Nguyễn Hữu Thọ, P. Tân Hưng, Q. 7",4.6,https://pasgo.vn/Upload/anh-diem-den/d-maris-lotte-mart-quan-7-300-188153244322.jpg
The Crab Shack Tú Xương,"Số 9A Tú Xương, P.7, Q. 3",4,https://pasgo.vn/Upload/anh-diem-den/the-crab-shack-tu-xuong-300-164890904113.jpg
Ẩm Thực Sân Vườn Mái Lá Đường Số 36,"Số 1D Đường số 36, P. Tân Quy, Q. 7",3.8,https://pasgo.vn/Upload/anh-diem-den/am-thuc-san-vuon-mai-la-duong-so-36-300-3792300709.jpg
Phố Nguyễn Thị Thập,"Số 142 Đường Nguyễn Thị Thập, P. Bình Thuận, Q. 7",4,https://pasgo.vn/Upload/anh-diem-den/pho-nguyen-thi-thap-300-175026794174.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Crescent Mall,"Tầng 5, Crescent Mall, Số 101 Tôn Dật Tiên, P. Tân Phú, Q. 7",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-crescent-mall-300-49184622828.jpg
Nhà hàng Việt Phố Lê Quý Đôn Quận 3,"45,47,49 Lê Quý Đôn, P. 7, Q. 3",4.2,https://pasgo.vn/Upload/anh-diem-den/nha-hang-viet-pho-le-quy-don-quan-3-300-72999481441.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong SC Vivocity,"SC Vivocity, Tầng 3, Số 1058 Nguyễn Văn Linh, P. Tân Phong, Q.7",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-sc-vivocity-300-49274322830.jpg
Đồng Restaurant Lê Quý Đôn,"Số 37 Lê Quý Đôn, P. 7, Q. 3",4.1,https://pasgo.vn/Upload/anh-diem-den/dong-restaurant-le-quy-don-300-13171981813.jpg
Nhà Hàng Ẩm Thực Hải Đăng 31A Nguyễn Thông Quận 3,"31A Nguyễn Thông, P. 7, Q. 3",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Meiwei SC VivoCity,"SC Vivocity, Tầng 2, Lô 02-26B, Số 1058 Nguyễn Văn Linh, Khu Phố 1, P. Tân Phong, Q. 7",3.8,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Cây Sung Quán Phạm Thái Bường,"Số 438 Phạm Thái Bường, khu Mỹ Toàn 2, P.Tân Phong, Q. 7",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Kim Quán Nguyễn Lương Bằng,"Khu chung cư Greenview, 21 Nguyễn Lương Bằng, P. Tân Phong, Q. 7",3.9,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Làng Ẩm Thực Cù Lao Xanh Quận 7,"88 Nguyễn Đức Cảnh, (Khu đô thị Phú Mỹ Hưng), P. Tân Phong, Q. 7",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nha-hang-kingscross-ton-dat-tien,"CR1 - 11&12, 103 Tôn Dật Tiên, P. Tân Phú,  Q. 7",4.4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Hoa Biển Trần Hưng Đạo,"780 Trần Hưng Đạo, P. 7, Q. 5",3.8,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
THẠCH HÃN – ẤN TƯỢNG ẨM THỰC KHÓ PHAI,"115 Lâm Văn Bền, P. Tân Thuận Tây, Q. 7",3.5,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
QUÁN ĂN GIA ĐÌNH TRÚC XANH – ĐƠN GIẢN MÀ CHẤT,"200 Nguyễn Văn Linh, P. Tân Thuận Tây, Q. 7",0,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Lẩu Cá Kèo 18 Bà Huyện Thanh Quan,"18 Bà Huyện Thanh Quan, P. 7, Q. 3",3,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Hải Sản Biển Đông 8 Phổ Quang,"1A – 1B Phổ Quang, P. 2, Q. Tân Bình",4,https://pasgo.vn/Upload/anh-diem-den/nha-hang-hai-san-bien-dong-8-pho-quang-300-13124761090.jpg
Hải Sản Giang Ghẹ Lương Định Của Quận 2,"Số 3/8 Lương Định Của, P. An Phú, Q. 2",4,https://pasgo.vn/Upload/anh-diem-den/hai-san-giang-ghe-luong-dinh-cua-quan-2-300-69397013181.jpg
Woo Thế Giới Hàu Cách Mạng Tháng 8,"Số 601/2 Cách Mạng Tháng 8, P. 15, Q. 10",3.5,https://pasgo.vn/Upload/anh-diem-den/woo-the-gioi-hau-cach-mang-thang-8-300-13153881838.jpg
Nhà hàng Hải sản kiểu Mỹ Lobster Bay Nguyễn Tri Phương,"Số 484 Nguyễn Tri Phương, P. 9, Q. 10",3.8,https://pasgo.vn/Upload/anh-diem-den/nha-hang-hai-san-kieu-my-lobster-bay-nguyen-tri-phuong-300-135058812977.jpg
DK BBQ & Hotpot Buffet Hồng Hà ,"Số 127 Hồng Hà, P. 9, Q. Phú Nhuận",4,https://pasgo.vn/Upload/anh-diem-den/dk-bbq-and-hotpot-buffet-hong-ha-300-128516813528.jpg
LÚA – CHỐN BỒNG LAI TIÊN CẢNH GIỮA SÀI THÀNH,"19A Đường 182 Lã Xuân Oai, P. Tăng Nhơn Phú, Q. 9",0,https://pasgo.vn/Upload/anh-diem-den/lua-chon-bong-lai-tien-canh-giua-sai-thanh-300-1211080693.jpg
Sky Hoàng Văn Thụ  ,"Số 200 Hoàng Văn Thụ, P. 9, Q. Phú Nhuận",4.5,https://pasgo.vn/Upload/anh-diem-den/sky-hoang-van-thu-300-176119864182.jpg
Ẩm Thực - Cá Miền Trung 2 Đường D400,"Số 108 đường D400, P. Tân Phú, Q. 9",3.8,https://pasgo.vn/Upload/anh-diem-den/am-thuc-ca-mien-trung-2-duong-d400-300-175045644175.jpg
Hải Sản Sao Biển Nguyễn Giản Thanh ,"Số GB6-GB7  Đường Nguyễn Giản Thanh, P. 15, Q. 10",4.2,https://pasgo.vn/Upload/anh-diem-den/hai-san-sao-bien-nguyen-gian-thanh-300-179095564212.jpg
Nhà hàng Hải sản kiểu Mỹ Lobster Bay Nguyễn Tri Phương,"Số 484 Nguyễn Tri Phương, P. 9, Q. 10",3.8,https://pasgo.vn/Upload/anh-diem-den/nha-hang-hai-san-kieu-my-lobster-bay-nguyen-tri-phuong-300-135058812977.jpg
Còng Gió Quán Sư Vạn Hạnh,"Hẻm 796 Sư Vạn Hạnh nối dài, P.12, Q. 10 (Cạnh hồ bơi)",4,https://pasgo.vn/Upload/anh-diem-den/cong-gio-quan-su-van-hanh-300-68967553169.jpg
Hoàng Ty Trương Quốc Dung,"74 Trương Quốc Dung, P.10, Q. Phú Nhuận",3.8,https://pasgo.vn/Upload/anh-diem-den/hoang-ty-truong-quoc-dung-300-163611534108.jpg
Quán Vườn Dê Vàng Bắc Hải Nguyễn Giản Thanh,"GB6 – BG7 Nguyễn Giản Thanh, P. 15, Q. 10",3.8,https://pasgo.vn/Upload/anh-diem-den/quan-vuon-de-vang-bac-hai-nguyen-gian-thanh-300-65940533132.jpg
Nhà hàng Meiwei Sư Vạn Hạnh,"6 - 16A, Tầng 6, TTTM Vạn Hạnh Mall, Số 11 Sư Vạn Hạnh, P. 12, Q. 10",3.8,https://pasgo.vn/Upload/anh-diem-den/nha-hang-meiwei-su-van-hanh-300-32936172535.jpg
Meiwei Giga Mall,"Số 05-10 & 05-11, Giga Mall, Số 240 - 242 Phạm Văn Đồng, P.Hiệp Bình Chánh, Q. Thủ Đức",3.8,https://pasgo.vn/Upload/anh-diem-den/meiwei-giga-mall-300-188046614318.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Vạn Hạnh Mall,"Tầng 6, Vạn Hạnh Mall, Số 11 Sư Vạn Hạnh, P. 12, Q. 10",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-van-hanh-mall-300-49144952825.jpg
Ngói Đỏ Phan Văn Trị,"Số 10 Phan Văn Trị, P. 2, Q. 5",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Mùa Vàng Tô Hiến Thành,"268 Tô Hiến Thành, P. 15, Q. 10",3.9,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Ẩm Thực Quê Nhà Thành Thái,"Số 05 Thành Thái, P.14, Q.10",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
An Duyên Chợ Lớn Trần Điện,"Số 15 Trần Điện, P. 10, Q. 5",3.8,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Lẩu Cua Đất Mũi Vĩnh Viễn,"Số 50 – 52 Vĩnh Viễn , P. 02, Q. 10",3.5,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Khè Zone Đồng Nai ,"Số 1 Đồng Nai, Phường 15, Quận 10",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Mekong Restaurant Phan Văn Trị,"Số 18B, Đường Phan Văn Trị, P. 10,  Q. Gò Vấp",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Đặc Sản Trâu Nướng Bạch Mã,"H4 đường Bạch Mã, Cư Xá Bắc Hải, P. 15, Q. 10",3.2,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà Hàng Hải Sản Biển Đông 10 802A Âu Cơ Quận Tân Bình,"802A Âu Cơ, P. 14, Q. Tân Bình",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Vườn Ốc Wongnai Tô Hiến Thành  ,"Bãi Xe Big C Tô Hiến Thành, Số 268 Tô Hiến Thành, P. 15, Q. 10",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Tano Ấp Trunh Chánh,"Số 17/ 10 Ấp Trung Chánh 2, Xã Trung Chánh, H. Hóc Môn",4.2,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Unique House Đồng Nai,"Số 58 Đồng Nai, P. 15, Q. 10",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
nha-hang-phuong-nam-quan-duong-3-thang-2,"Số 940 đường 3/2, P. 15, Q. 11",3.9,https://pasgo.vn/Upload/anh-diem-den/nha-hang-phuong-nam-quan-duong-3-thang-2-300-29300982403.jpg
Meiwei Giga Mall,"Số 05-10 & 05-11, Giga Mall, Số 240 - 242 Phạm Văn Đồng, P.Hiệp Bình Chánh, Q. Thủ Đức",3.8,https://pasgo.vn/Upload/anh-diem-den/meiwei-giga-mall-300-188046614318.jpg
Nhà hàng Meiwei Sư Vạn Hạnh,"6 - 16A, Tầng 6, TTTM Vạn Hạnh Mall, Số 11 Sư Vạn Hạnh, P. 12, Q. 10",3.8,https://pasgo.vn/Upload/anh-diem-den/nha-hang-meiwei-su-van-hanh-300-32936172535.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Vạn Hạnh Mall,"Tầng 6, Vạn Hạnh Mall, Số 11 Sư Vạn Hạnh, P. 12, Q. 10",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-van-hanh-mall-300-49144952825.jpg
Nhà Hàng NS Bến Thuyền Nguyễn Văn Trỗi,"11 Nguyễn Văn Trỗi, P. 12, Q. Phú Nhuận",4,https://pasgo.vn/Upload/anh-diem-den/nha-hang-ns-ben-thuyen-nguyen-van-troi-300-33253001092.jpg
Nha-hang-kingscross-ton-dat-tien,"CR1 - 11&12, 103 Tôn Dật Tiên, P. Tân Phú,  Q. 7",4.4,https://pasgo.vn/Upload/anh-diem-den/nha-hang-kingscross-ton-dat-tien-300-29308122406.jpg
Ẩm Thực 18+ Đường 104,"Số 11, đường 104, P. Thạnh Mỹ Lợi, Q. 2, ",3.6,https://pasgo.vn/Upload/anh-diem-den/am-thuc-18-duong-104-300-138758063921.jpg
Còng Gió Quán Sư Vạn Hạnh,"Hẻm 796 Sư Vạn Hạnh nối dài, P.12, Q. 10 (Cạnh hồ bơi)",4,https://pasgo.vn/Upload/anh-diem-den/cong-gio-quan-su-van-hanh-300-68967553169.jpg
Lẩu Cua Đất Mũi 769 Quang Trung Quận Gò Vấp,"769 Quang Trung, P. 12, Q. Gò Vấp",3.5,https://pasgo.vn/Upload/anh-diem-den/lau-cua-dat-mui-769-quang-trung-quan-go-vap-300-1208419895.jpg
Sườn Cây Nướng & Hải Sản Kinh Dương Vương,"Số 99 Kinh Dương Vương, P. 12, Q. 6",4,https://pasgo.vn/Upload/anh-diem-den/suon-cay-nuong-and-hai-san-kinh-duong-vuong-300-46729852796.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Vạn Hạnh Mall,"Tầng 6, Vạn Hạnh Mall, Số 11 Sư Vạn Hạnh, P. 12, Q. 10",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-van-hanh-mall-300-49144952825.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Kinh Dương Vương,"Số 99 Kinh Dương Vương, P. 12, Q. 6",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-kinh-duong-vuong-300-45890572787.jpg
Nhà hàng Meiwei Sư Vạn Hạnh,"6 - 16A, Tầng 6, TTTM Vạn Hạnh Mall, Số 11 Sư Vạn Hạnh, P. 12, Q. 10",3.8,https://pasgo.vn/Upload/anh-diem-den/nha-hang-meiwei-su-van-hanh-300-32936172535.jpg
Nhà Hàng NS Bến Thuyền Nguyễn Văn Trỗi,"11 Nguyễn Văn Trỗi, P. 12, Q. Phú Nhuận",4,https://pasgo.vn/Upload/anh-diem-den/nha-hang-ns-ben-thuyen-nguyen-van-troi-300-33253001092.jpg
D’Maris Cộng Hòa,"Tầng 5, Pico Plaza, Số 20, Đường Cộng Hòa, P.12, Q.Tân Bình",4.6,https://pasgo.vn/Upload/anh-diem-den/d-maris-cong-hoa-300-181780474231.jpg
Nha-hang-kingscross-ton-dat-tien,"CR1 - 11&12, 103 Tôn Dật Tiên, P. Tân Phú,  Q. 7",4.4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Phi Phố Biển Lê Hồng Phong ,"16A Đường Lê Hồng Phong (nối dài), P. 12, Q. 10",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Chợ Hải Sản Nguyễn Thị Đặng,"Số 15 Nguyễn Thị Đặng, P. Hiệp Thành, Q.12",3.8,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Sườn Cây Nướng & Hải Sản Hồ Biểu Chánh,"Số 3A Hồ Biểu Chánh, P. 12, Q. Phú Nhuận",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong The Garden Mall,"Tầng trệt, The Garden Mall, Số 190 Hồng Bàng, P. 12, Q. 5",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Tiệm Ăn Hiếu 81 Bùi Đình Tuý,"Số 70/19 Bùi Đình Túy, P. 12, Q. Bình Thạnh",3.5,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
ZooZoo Phạm Văn Đồng  ,"Số18 Phạm Văn Đồng, P. 13, Q. Bình Thạnh",4.2,https://pasgo.vn/Upload/anh-diem-den/zoozoo-pham-van-dong-300-176715174188.jpg
QUÁN ĂN GIA ĐÌNH ĐẠI DƯƠNG - HẤP DẪN HƯƠNG VỊ VIỆT,"311/6 Nguyễn Xí, P. 13, Q. Bình Thạnh",0,https://pasgo.vn/Upload/anh-diem-den/quan-an-gia-dinh-dai-duong-hap-dan-huong-vi-viet-300-1214366624.jpg
Chang Kang Kung – Hấp Thủy Nhiệt Hong Kong Lê Qúy Đôn,"Lầu 1, Số 14 Lê Quý Đôn, P.6, Q.3",4,https://pasgo.vn/Upload/anh-diem-den/chang-kang-kung-hap-thuy-nhiet-hong-kong-le-quy-don-300-61642113075.jpg
Ẩm Thực Quê Nhà Thành Thái,"Số 05 Thành Thái, P.14, Q.10",4,https://pasgo.vn/Upload/anh-diem-den/am-thuc-que-nha-thanh-thai-300-138951273925.jpg
Nhà Hàng Hải Sản Biển Đông 10 802A Âu Cơ Quận Tân Bình,"802A Âu Cơ, P. 14, Q. Tân Bình",4,https://pasgo.vn/Upload/anh-diem-den/nha-hang-hai-san-bien-dong-10-802a-au-co-quan-tan-binh-300-12079871094.jpg
Nhà Hàng Sesan Thủ Đức,"14 Einstein, P. Bình Thọ, Q. Thủ Đức",4.3,https://pasgo.vn/Upload/anh-diem-den/nha-hang-sesan-thu-duc-300-12359121105.jpg
Cánh Đồng Quán Dương Quảng Hàm,"Số 310/14 Dương Quảng Hàm, P. 5, Q. Gò Vấp",3.8,https://pasgo.vn/Upload/anh-diem-den/canh-dong-quan-duong-quang-ham-300-125654893822.jpg
Hải Sản Giang Ghẹ Trường Chinh Tân Bình,"Số 680 Đường Trường Chinh, P. 15, Q.Tân Bình",4,https://pasgo.vn/Upload/anh-diem-den/hai-san-giang-ghe-truong-chinh-tan-binh-300-69403511453.jpg
Hải Sản Sao Biển Nguyễn Giản Thanh ,"Số GB6-GB7  Đường Nguyễn Giản Thanh, P. 15, Q. 10",4.2,https://pasgo.vn/Upload/anh-diem-den/hai-san-sao-bien-nguyen-gian-thanh-300-179095564212.jpg
Quán Vườn Dê Vàng Bắc Hải Nguyễn Giản Thanh,"GB6 – BG7 Nguyễn Giản Thanh, P. 15, Q. 10",3.8,https://pasgo.vn/Upload/anh-diem-den/quan-vuon-de-vang-bac-hai-nguyen-gian-thanh-300-65940533132.jpg
Mùa Vàng Tô Hiến Thành,"268 Tô Hiến Thành, P. 15, Q. 10",3.9,https://pasgo.vn/Upload/anh-diem-den/mua-vang-to-hien-thanh-300-42844922759.jpg
Ba Long Hồng Đức,"Số 15 Hồng Đức, P. Bình Thọ, Q. Thủ Đức",4,https://pasgo.vn/Upload/anh-diem-den/ba-long-hong-duc-300-41538402738.jpg
An Duyên Chợ Lớn Trần Điện,"Số 15 Trần Điện, P. 10, Q. 5",3.8,https://pasgo.vn/Upload/anh-diem-den/an-duyen-cho-lon-tran-dien-300-171617524147.jpg
Nhà hàng Khè Zone Đồng Nai ,"Số 1 Đồng Nai, Phường 15, Quận 10",4,https://pasgo.vn/Upload/anh-diem-den/nha-hang-khe-zone-dong-nai-300-185456332200.jpg
Nhà hàng Đặc Sản Trâu Nướng Bạch Mã,"H4 đường Bạch Mã, Cư Xá Bắc Hải, P. 15, Q. 10",3.2,https://pasgo.vn/Upload/anh-diem-den/nha-hang-dac-san-trau-nuong-bach-ma-300-12439661511.jpg
nha-hang-phuong-nam-quan-duong-3-thang-2,"Số 940 đường 3/2, P. 15, Q. 11",3.9,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Woo Thế Giới Hàu Cách Mạng Tháng 8,"Số 601/2 Cách Mạng Tháng 8, P. 15, Q. 10",3.5,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Vườn Ốc Wongnai Tô Hiến Thành  ,"Bãi Xe Big C Tô Hiến Thành, Số 268 Tô Hiến Thành, P. 15, Q. 10",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Chợ Hải Sản Nguyễn Thị Đặng,"Số 15 Nguyễn Thị Đặng, P. Hiệp Thành, Q.12",3.8,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Unique House Đồng Nai,"Số 58 Đồng Nai, P. 15, Q. 10",4,https://pasgo.vn/Assets/Images/holder/img-holder-600x600.png
Nhà hàng Khoái Lê Quý Đôn,"Số 16 Lê Quý Đôn, P. 6, Q. 3",4,https://pasgo.vn/Upload/anh-diem-den/nha-hang-khoai-le-quy-don-300-13004821656.jpg
Kome88  Nguyễn Quý Cảnh,"Số 16 Nguyễn Quý Cảnh, P. An Phú, Q. 2",3.5,https://pasgo.vn/Upload/anh-diem-den/kome88-nguyen-quy-canh-300-187288774306.jpg
Meiwei Aeon Mall Bình Tân,"T16-17, Tầng 3, TTTM Aeon Mall, Số 532A đường Kinh Dương Vương, P. Bình Trị Đông B, Q. Bình Tân",3.8,https://pasgo.vn/Upload/anh-diem-den/meiwei-aeon-mall-binh-tan-300-187978594316.jpg
Tano Ấp Trunh Chánh,"Số 17/ 10 Ấp Trung Chánh 2, Xã Trung Chánh, H. Hóc Môn",4.2,https://pasgo.vn/Upload/anh-diem-den/tano-ap-trunh-chanh-300-13147281828.jpg
Ẩm thực Hải sản RIVIA,"18 Nguyễn Cư Trinh, P. Phạm Ngũ Lão, Q. 1",3.8,https://pasgo.vn/Upload/anh-diem-den/am-thuc-hai-san-rivia-300-15948052082.jpg
Nhà hàng Lẩu Cá Kèo 18 Bà Huyện Thanh Quan,"18 Bà Huyện Thanh Quan, P. 7, Q. 3",3,https://pasgo.vn/Upload/anh-diem-den/nha-hang-lau-ca-keo-18-ba-huyen-thanh-quan-300-12124041124.jpg
Ẩm Thực 18+ Đường 104,"Số 11, đường 104, P. Thạnh Mỹ Lợi, Q. 2, ",3.6,https://pasgo.vn/Upload/anh-diem-den/am-thuc-18-duong-104-300-138758063921.jpg
